Paid,AreaType,AvgIncome,Age,LateFees,Gender,UnemployRate,Newsletter,EmailDomain
Default,Urban,79528.6,49,0,Female,0.23,No,yahoo.com
Paid,Urban,66934.79,43,0,Female,0.06,No,gmail.com
Paid,Urban,98304.09,34,0,Male,0.03,No,gmail.com
Paid,Suburban,106836.31,23,0,Female,0.01,No,icloud.com
Default,Urban,67093.01,24,0,Female,0.2,No,gmail.com
Paid,Suburban,76947.95,22,0,Male,0.14,Yes,gmail.com
Paid,Rural,50239.94,30,0,Male,0.01,Yes,icloud.com
Paid,Suburban,67056.14,40,0,Male,0.16,No,protonmail.com
Default,Urban,66018.75,19,290,Female,0.02,Yes,yahoo.com
Paid,Urban,73696.54,29,0,Female,0.02,No,yahoo.com
Paid,Rural,76655.21,20,0,Female,0.02,Yes,mail.com
Default,Urban,81196.57,33,207,Male,0.01,No,gmail.com
Default,Rural,74752.85,22,0,Unknown,0.19,No,gmail.com
Paid,Urban,45785.15,19,0,Female,0.03,Yes,yahoo.com
Paid,Rural,51230.66,20,0,Female,0.02,No,gmail.com
Paid,Suburban,59071.85,38,0,Male,0.02,Yes,gmail.com
Paid,Rural,64355.19,29,0,Female,0.08,Yes,gmail.com
Default,Urban,91015.49,24,0,Female,0.03,No,gmail.com
Paid,Suburban,46741.22,34,0,Female,0.04,Yes,icloud.com
Paid,Urban,62851.7,24,0,Female,0.02,No,yahoo.com
Paid,Urban,89060.19,47,0,Male,0.03,No,outlook.com
Paid,Suburban,64002.45,28,0,Male,0.01,No,gmail.com
Default,Rural,79208.31,27,270,Unknown,0.02,No,gmail.com
Paid,Rural,67209.16,38,0,Male,0.18,Yes,gmail.com
Paid,Suburban,75135.67,25,0,Male,0.04,Yes,yahoo.com
Paid,Urban,65430.55,28,0,Male,0.12,No,yahoo.com
Paid,Urban,83341.31,41,0,Male,0.02,No,aol.com
Default,Suburban,39098.87,41,0,Male,0.12,Yes,gmail.com
Paid,Urban,62733.76,42,0,Female,0.14,No,hotmail.com
Paid,Urban,75931.45,30,0,Female,0.02,No,yahoo.com
Paid,Urban,80673.9,28,0,Male,0.03,No,gmail.com
Paid,Urban,99859.05,18,0,Unknown,0.01,No,yahoo.com
Paid,Urban,62179.51,53,0,Female,0.02,Yes,hotmail.com
Default,Urban,99589.64,52,0,Female,0.02,No,yahoo.com
Default,Urban,56819.52,32,0,Female,0.1,No,aol.com
Default,Urban,96572.93,22,0,Female,0.01,Yes,yahoo.com
Paid,Rural,86349.34,51,0,Male,0.01,No,yahoo.com
Default,Urban,51730.83,20,0,Female,0.18,No,msn.com
Default,Urban,76140.78,33,0,Unknown,0.22,No,yahoo.com
Paid,Suburban,68975.28,50,0,Male,0.19,No,yahoo.com
Paid,Urban,82511.69,26,0,Female,0.02,No,yahoo.com
Default,Rural,65534.57,42,0,Female,0.12,No,gmail.com
Default,Suburban,63855.08,38,0,Male,0.14,No,yandex.com
Default,Urban,97381.89,29,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,68025.58,28,0,Male,0.03,No,gmail.com
Paid,Rural,86528.45,19,0,Male,0.02,No,aol.com
Default,Rural,65492.97,34,0,Unknown,0.2,No,aol.com
Default,Urban,103333.27,33,290,Female,0.04,No,gmail.com
Paid,Suburban,56433.31,32,0,Female,0.02,Yes,icloud.com
Paid,Urban,57717.13,38,0,Female,0.01,No,protonmail.com
Default,Rural,100490.34,45,0,Male,0.01,No,msn.com
Paid,Urban,61101.07,23,0,Male,0.05,No,gmail.com
Paid,Rural,102021.49,50,0,Unknown,0.03,No,gmail.com
Paid,Suburban,87836.81,55,0,Male,0.03,No,yahoo.com
Default,Suburban,66907.01,36,0,Female,0.02,Yes,outlook.com
Paid,Urban,33734.13,35,0,Male,0.02,No,gmail.com
Default,Urban,69613.63,25,0,Unknown,0.02,Yes,gmail.com
Default,Urban,72032.6,29,0,Unknown,0.13,No,yandex.com
Paid,Urban,93344.35,34,0,Male,0.02,No,outlook.com
Paid,Urban,101768.94,30,0,Female,0.02,Yes,gmail.com
Default,Suburban,56300.26,34,177,Diverse,0.02,No,gmail.com
Paid,Urban,86023.64,29,0,Diverse,0.03,No,yahoo.com
Paid,Urban,85308.04,34,0,Female,0.01,Yes,yahoo.com
Default,Rural,91468.25,23,264,Male,0.01,No,outlook.com
Default,Rural,79973.8,25,187,Male,0.22,No,outlook.com
Default,Rural,31150.05,21,0,Female,0.11,No,gmail.com
Default,Rural,66891.55,59,0,Unknown,0.28,Yes,aol.com
Paid,Urban,46885.85,52,0,Female,0.02,No,aol.com
Default,Urban,65947.88,38,0,Male,0.04,Yes,gmail.com
Paid,Suburban,89600.08,50,0,Male,0.02,Yes,gmail.com
Paid,Suburban,76103.02,42,0,Unknown,0.1,Yes,gmail.com
Default,Urban,92961.82,33,0,Female,0.02,No,gmail.com
Paid,Suburban,76835.08,26,0,Female,0.02,No,yandex.com
Default,Urban,44033.48,26,0,Female,0.29,No,yahoo.com
Default,Urban,19583.06,25,0,Unknown,0.23,No,gmail.com
Paid,Urban,72976.18,29,0,Male,0.02,No,yandex.com
Paid,Urban,65721.47,29,0,Female,0.14,No,yahoo.com
Paid,Urban,50461.09,37,0,Unknown,0.14,Yes,icloud.com
Default,Urban,35987.46,35,64,Female,0.02,No,yandex.com
Default,Rural,55305.14,29,137,Male,0.15,No,yandex.com
Paid,Urban,66110.17,19,0,Male,0.02,No,yandex.com
Paid,Urban,83317.56,47,0,Male,0.02,Yes,msn.com
Default,Rural,73772.62,32,0,Unknown,0.11,Yes,aol.com
Paid,Rural,102161.34,33,0,Male,0.04,No,gmail.com
Default,Rural,49287.92,27,227,Unknown,0.05,Yes,gmail.com
Default,Suburban,87621.18,38,250,Male,0.02,No,outlook.com
Paid,Suburban,70945.97,29,0,Male,0.07,Yes,protonmail.com
Paid,Urban,83893.38,31,0,Unknown,0.02,No,gmail.com
Paid,Urban,61269.7,33,0,Unknown,0.04,Yes,gmail.com
Paid,Urban,91433.61,33,0,Male,0.04,No,yahoo.com
Paid,Urban,75904.5,31,0,Male,0.02,No,gmail.com
Default,Urban,56411.1,35,0,Female,0.02,Yes,yahoo.com
Paid,Suburban,69759.52,63,0,Male,0.12,Yes,icloud.com
Default,Urban,65208.88,68,0,Unknown,0.02,Yes,outlook.com
Paid,Urban,79783.57,20,0,Male,0.19,No,yahoo.com
Paid,Urban,46404.47,32,0,Female,0.02,No,yahoo.com
Paid,Suburban,69412.97,39,0,Male,0.05,No,gmail.com
Paid,Urban,77906.15,33,0,Male,0.08,No,gmail.com
Default,Rural,70660.47,46,0,Female,0.12,No,gmail.com
Paid,Urban,96938.82,34,0,Male,0.03,No,hotmail.com
Paid,Urban,85480.46,31,0,Female,0.02,No,hotmail.com
Paid,Urban,69850.38,47,0,Female,0.02,No,yahoo.com
Paid,Suburban,74333.78,49,0,Male,0.27,No,gmail.com
Paid,Urban,75913.31,29,0,Female,0.02,Yes,gmail.com
Default,Suburban,78065.99,18,0,Diverse,0.11,No,yandex.com
Paid,Urban,33486.84,28,0,Female,0.02,No,gmail.com
Default,Urban,63969.47,31,0,Unknown,0.02,No,gmail.com
Paid,Rural,40311.22,27,0,Male,0.02,No,gmail.com
Paid,Suburban,95565.62,37,0,Male,0.03,No,icloud.com
Paid,Suburban,68783.01,45,0,Male,0.02,No,aol.com
Default,Rural,66133.18,56,0,Unknown,0.04,No,yandex.com
Paid,Rural,87935.95,39,0,Male,0.01,No,msn.com
Paid,Suburban,78446.5,31,0,Male,0.16,No,gmail.com
Paid,Suburban,47427.31,28,0,Diverse,0.18,Yes,msn.com
Paid,Suburban,68581.89,29,0,Unknown,0.08,Yes,yandex.com
Default,Suburban,63296.66,38,227,Unknown,0.02,Yes,yahoo.com
Paid,Suburban,35109.34,36,0,Female,0.02,No,gmail.com
Paid,Suburban,56194.48,61,0,Female,0.02,Yes,gmail.com
Default,Urban,66329.19,23,289,Male,0.19,No,msn.com
Paid,Rural,67700.98,36,0,Female,0.02,No,yandex.com
Default,Rural,40355.37,65,0,Male,0.24,No,yandex.com
Default,Urban,93033.31,21,0,Female,0.01,Yes,yahoo.com
Paid,Suburban,67957.94,32,0,Male,0.18,Yes,icloud.com
Default,Urban,70751.06,32,243,Unknown,0.3,Yes,icloud.com
Paid,Urban,78012.83,31,0,Male,0.02,Yes,yahoo.com
Paid,Suburban,54238.47,18,0,Female,0.02,No,yandex.com
Paid,Urban,79127.12,46,0,Female,0.09,No,msn.com
Paid,Suburban,62658.51,32,0,Male,0.17,Yes,gmail.com
Paid,Suburban,52068.29,24,0,Male,0.02,Yes,gmail.com
Paid,Urban,81468.95,43,0,Male,0.02,Yes,yahoo.com
Paid,Urban,99833.48,33,0,Unknown,0.04,No,yahoo.com
Paid,Urban,84496.59,44,0,Unknown,0.02,Yes,gmail.com
Default,Suburban,88459.55,31,295,Male,0.03,No,yahoo.com
Default,Rural,59587.39,36,0,Male,0.1,No,yandex.com
Default,Suburban,38047.61,42,0,Female,0.02,No,yahoo.com
Default,Urban,99802.75,24,283,Female,0.02,No,icloud.com
Paid,Suburban,111090.3,25,0,Male,0.03,No,aol.com
Paid,Urban,100856.14,29,0,Unknown,0.02,Yes,gmail.com
Paid,Suburban,63284.28,48,0,Unknown,0.09,No,gmail.com
Default,Urban,46907.31,47,0,Male,0.03,No,yandex.com
Paid,Suburban,48686.35,24,0,Female,0.12,No,yahoo.com
Paid,Urban,36325.35,32,0,Male,0.02,No,Other
Default,Rural,67852.43,24,116,Female,0.18,No,protonmail.com
Paid,Urban,102113.56,23,0,Unknown,0.02,No,gmail.com
Default,Suburban,67166.75,37,0,Female,0.22,No,gmail.com
Paid,Rural,76046.46,28,0,Female,0.09,No,outlook.com
Paid,Urban,97511.94,19,0,Unknown,0.02,No,yahoo.com
Default,Rural,61918.09,47,0,Female,0.12,No,protonmail.com
Paid,Suburban,110710.63,32,0,Male,0.02,Yes,yahoo.com
Default,Urban,109841.89,37,0,Male,0.02,Yes,hotmail.com
Paid,Urban,67377.77,24,0,Female,0.02,No,yahoo.com
Paid,Suburban,58449.31,27,0,Male,0.16,No,gmail.com
Paid,Urban,83944.76,30,0,Male,0.02,Yes,yahoo.com
Paid,Urban,63049.5,23,0,Unknown,0.02,No,yahoo.com
Paid,Urban,46868.9,39,0,Male,0.12,Yes,Other
Paid,Suburban,95624.77,40,0,Female,0.03,No,yahoo.com
Paid,Urban,94328.95,54,0,Male,0.01,No,gmail.com
Paid,Rural,73110.23,33,0,Diverse,0.02,No,yahoo.com
Default,Rural,44742.7,50,0,Diverse,0.11,No,yahoo.com
Paid,Rural,45409.47,30,0,Unknown,0.04,Yes,yahoo.com
Paid,Suburban,72144.59,38,0,Male,0.06,No,outlook.com
Default,Urban,60002.58,31,0,Female,0.1,Yes,gmail.com
Default,Suburban,63178.14,42,286,Female,0.12,Yes,gmail.com
Paid,Urban,90439.26,26,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,84663.59,37,0,Male,0.03,No,outlook.com
Paid,Urban,97562.85,47,0,Male,0.03,Yes,aol.com
Default,Urban,50187.54,20,99,Male,0.02,No,yahoo.com
Paid,Suburban,63136.17,34,0,Female,0.07,Yes,gmail.com
Paid,Suburban,85179.63,24,0,Female,0.02,No,msn.com
Paid,Urban,78961.57,41,0,Female,0.02,No,outlook.com
Paid,Urban,100647.61,59,0,Male,0.02,Yes,aol.com
Paid,Rural,78410.73,23,0,Female,0.12,No,hotmail.com
Paid,Urban,106962.18,29,0,Female,0.04,Yes,yahoo.com
Paid,Urban,80800.36,43,0,Female,0.03,Yes,hotmail.com
Paid,Urban,91243.35,30,0,Female,0.02,No,icloud.com
Paid,Suburban,63529.7,32,0,Female,0.07,Yes,hotmail.com
Default,Suburban,70285.74,24,251,Male,0.01,No,icloud.com
Default,Urban,88218.89,24,183,Unknown,0.03,Yes,gmail.com
Paid,Urban,102259.56,29,0,Male,0.02,No,gmail.com
Paid,Suburban,84584.74,31,0,Unknown,0.03,No,yahoo.com
Paid,Suburban,68336.56,34,0,Female,0.14,No,outlook.com
Default,Urban,97546.7,29,224,Female,0.03,No,outlook.com
Default,Rural,26160.43,54,0,Male,0.4,No,yahoo.com
Default,Urban,41555.31,24,0,Unknown,0.29,Yes,yahoo.com
Paid,Urban,83632.68,30,0,Male,0.02,No,protonmail.com
Default,Rural,70282.17,28,290,Female,0.01,Yes,outlook.com
Paid,Urban,82110.27,19,0,Unknown,0.01,No,gmail.com
Paid,Suburban,71288.15,29,0,Male,0.18,Yes,outlook.com
Paid,Urban,81418.91,32,0,Unknown,0.03,No,aol.com
Default,Urban,53711.94,19,282,Female,0.03,No,outlook.com
Paid,Rural,81409.72,21,0,Female,0.03,Yes,gmail.com
Paid,Urban,89888.29,32,0,Unknown,0.01,No,outlook.com
Default,Rural,94411.01,35,0,Female,0.01,Yes,aol.com
Default,Urban,110271.09,25,246,Female,0.03,No,gmail.com
Default,Urban,74881.97,40,273,Female,0.02,No,icloud.com
Default,Urban,75478.22,30,0,Female,0.08,No,gmail.com
Paid,Suburban,39536.55,25,0,Male,0.03,No,Other
Default,Urban,59371.77,32,0,Male,0.32,No,yahoo.com
Paid,Rural,66138.36,23,0,Male,0.05,Yes,outlook.com
Paid,Urban,91006.39,36,0,Male,0.02,Yes,yahoo.com
Default,Rural,57779.98,32,0,Female,0.11,Yes,gmail.com
Paid,Urban,85926.8,66,0,Male,0.02,No,outlook.com
Paid,Rural,69967.57,46,0,Male,0.11,No,yahoo.com
Paid,Suburban,66456.64,31,0,Female,0.09,Yes,gmail.com
Default,Suburban,74977.88,33,0,Unknown,0.32,No,gmail.com
Paid,Suburban,62176.87,71,0,Male,0.06,No,yahoo.com
Paid,Suburban,61419.26,46,0,Female,0.02,No,icloud.com
Default,Suburban,35904.28,39,0,Female,0.29,No,outlook.com
Paid,Urban,65040.92,31,0,Male,0.02,Yes,icloud.com
Paid,Urban,60400.64,34,0,Male,0.08,No,gmail.com
Paid,Rural,59680.38,33,0,Female,0.02,No,yahoo.com
Default,Suburban,78337.46,32,228,Male,0.01,No,yahoo.com
Default,Suburban,83172.64,31,223,Female,0.01,Yes,gmail.com
Paid,Urban,74643.89,36,0,Female,0.02,No,yandex.com
Paid,Urban,89908.3,22,0,Female,0.02,No,hotmail.com
Default,Urban,81511.24,53,0,Male,0.02,Yes,yahoo.com
Default,Suburban,64098.88,28,94,Female,0.02,Yes,outlook.com
Paid,Urban,60742.87,61,0,Male,0.12,No,msn.com
Default,Urban,76256.44,24,0,Female,0.3,Yes,aol.com
Paid,Urban,81475.34,22,0,Male,0.03,No,gmail.com
Paid,Urban,97956.89,32,0,Female,0.02,No,yahoo.com
Paid,Urban,93823.46,30,0,Unknown,0.02,No,gmail.com
Default,Urban,59170.54,18,0,Female,0.17,No,aol.com
Default,Suburban,67959.87,35,0,Male,0.2,Yes,yahoo.com
Paid,Urban,83420.36,34,0,Unknown,0.01,No,gmail.com
Default,Urban,91359.96,20,0,Male,0.04,No,protonmail.com
Default,Urban,88779.39,39,0,Female,0.02,No,protonmail.com
Paid,Urban,68722.44,52,0,Male,0.13,Yes,msn.com
Default,Urban,44919.55,26,224,Male,0.1,No,gmail.com
Paid,Urban,50021.27,31,0,Female,0.01,No,hotmail.com
Paid,Suburban,75452.67,34,0,Male,0.17,No,gmail.com
Paid,Urban,76844.51,33,0,Unknown,0.02,Yes,gmail.com
Default,Suburban,48026.41,25,194,Male,0.33,Yes,gmail.com
Paid,Rural,70891.39,32,0,Male,0.01,No,icloud.com
Paid,Suburban,82624.49,33,0,Male,0.02,No,outlook.com
Paid,Urban,46975.47,41,0,Female,0.02,No,msn.com
Paid,Urban,92099.94,38,0,Unknown,0.03,No,aol.com
Paid,Urban,62449.38,21,0,Female,0.01,No,hotmail.com
Paid,Urban,95152.26,40,0,Male,0.02,No,yandex.com
Paid,Rural,59330.95,48,0,Female,0.01,Yes,yahoo.com
Paid,Urban,49467.49,54,0,Diverse,0.11,No,mail.com
Paid,Urban,60837.26,46,0,Male,0.05,No,gmail.com
Paid,Suburban,68097.04,25,0,Male,0.19,Yes,protonmail.com
Paid,Suburban,62230.4,36,0,Female,0.02,No,yandex.com
Paid,Urban,65679.97,51,0,Unknown,0.14,Yes,outlook.com
Paid,Urban,76679.3,51,0,Female,0.01,No,outlook.com
Paid,Urban,66576.41,20,0,Male,0.18,Yes,gmail.com
Paid,Urban,68677.75,44,0,Male,0.15,No,yahoo.com
Default,Urban,35815.47,25,0,Male,0.17,No,icloud.com
Paid,Urban,77833.96,53,0,Unknown,0.05,No,yahoo.com
Default,Urban,68215.93,22,0,Diverse,0.2,No,yahoo.com
Paid,Urban,102205.86,60,0,Female,0.01,Yes,gmail.com
Paid,Urban,51208.7,42,0,Female,0.11,No,protonmail.com
Paid,Urban,33834.09,57,0,Female,0.08,No,gmail.com
Default,Urban,82361.37,23,0,Male,0.01,No,aol.com
Paid,Suburban,76930.54,36,0,Female,0.06,No,outlook.com
Paid,Suburban,49831.34,23,0,Diverse,0.02,No,yahoo.com
Paid,Urban,39405.02,43,0,Male,0.02,No,gmail.com
Paid,Urban,100747.93,43,0,Male,0.03,Yes,msn.com
Paid,Urban,98282.21,66,0,Male,0.03,No,yandex.com
Default,Suburban,20250.86,37,90,Male,0.37,Yes,gmail.com
Default,Suburban,60835.54,41,226,Female,0.17,No,gmail.com
Paid,Urban,103283.84,23,0,Male,0.02,No,gmail.com
Default,Rural,60478.75,38,0,Female,0.07,Yes,gmail.com
Paid,Urban,60187.76,24,0,Female,0.18,Yes,yahoo.com
Paid,Urban,64344.81,32,0,Diverse,0.05,Yes,gmail.com
Default,Suburban,47582.06,33,0,Unknown,0.05,No,gmail.com
Paid,Rural,35904.49,25,0,Female,0.02,No,yahoo.com
Paid,Suburban,91050.95,31,0,Male,0.02,Yes,yahoo.com
Default,Suburban,33141.26,24,0,Male,0.06,No,gmail.com
Default,Urban,74945.43,24,169,Female,0.18,No,Other
Paid,Suburban,87731.59,46,0,Male,0.02,Yes,gmail.com
Paid,Urban,40975.47,33,0,Unknown,0.02,No,gmail.com
Paid,Rural,51514.63,35,0,Female,0.16,Yes,yahoo.com
Paid,Urban,94263.58,21,0,Unknown,0.03,No,gmail.com
Paid,Suburban,80657.83,36,0,Female,0.01,No,msn.com
Default,Urban,57654.29,38,0,Unknown,0.16,No,gmail.com
Paid,Suburban,94044.98,24,0,Unknown,0.02,No,aol.com
Paid,Urban,94130.71,61,0,Male,0.02,No,gmail.com
Paid,Suburban,75381.05,26,0,Female,0.02,No,gmail.com
Default,Urban,51996.8,42,0,Male,0.19,Yes,aol.com
Paid,Urban,61731.03,41,0,Unknown,0.08,Yes,gmail.com
Paid,Urban,75727.73,38,0,Female,0.1,No,protonmail.com
Paid,Urban,66228.1,33,0,Male,0.06,No,outlook.com
Paid,Rural,88779.14,38,0,Unknown,0.02,No,outlook.com
Paid,Urban,39404.52,43,0,Male,0.08,Yes,gmail.com
Default,Rural,40114.73,19,0,Female,0.14,No,mail.com
Paid,Urban,73617.42,34,0,Female,0.06,No,icloud.com
Default,Urban,60169.11,27,0,Unknown,0.22,No,gmail.com
Paid,Suburban,57459.03,23,0,Unknown,0.02,No,protonmail.com
Default,Suburban,34638.87,41,0,Female,0.16,Yes,yandex.com
Paid,Urban,70390.92,22,0,Male,0.13,Yes,yahoo.com
Paid,Urban,68944.9,27,0,Male,0.19,Yes,outlook.com
Default,Suburban,83069.58,22,60,Male,0.01,No,gmail.com
Paid,Urban,71378.12,18,0,Male,0.1,No,gmail.com
Default,Rural,67347.92,45,0,Female,0.1,No,protonmail.com
Default,Rural,93540.01,32,0,Female,0.03,No,gmail.com
Paid,Suburban,43750.65,51,0,Female,0.11,Yes,gmail.com
Paid,Urban,80727.78,20,0,Male,0.02,Yes,outlook.com
Default,Suburban,36577.06,43,182,Male,0.23,No,outlook.com
Paid,Urban,53232.76,73,0,Male,0.02,No,aol.com
Default,Urban,45746.86,35,283,Female,0.02,No,outlook.com
Paid,Urban,85638.85,43,0,Female,0.01,Yes,gmail.com
Default,Urban,68691.8,40,0,Female,0.18,Yes,gmail.com
Paid,Rural,69729.94,27,0,Male,0.07,No,yahoo.com
Default,Suburban,47865.34,39,0,Female,0.26,No,yandex.com
Default,Suburban,64006.13,35,81,Female,0.02,Yes,yahoo.com
Paid,Urban,54730.69,26,0,Male,0.09,Yes,gmail.com
Paid,Urban,77669.1,27,0,Female,0.06,Yes,gmail.com
Paid,Urban,50178.18,40,0,Female,0.14,Yes,outlook.com
Default,Rural,96595.89,31,0,Male,0.02,No,icloud.com
Paid,Urban,36488.39,62,0,Male,0.19,No,mail.com
Default,Rural,53869.6,32,252,Male,0.06,No,yandex.com
Default,Urban,103544.01,35,67,Male,0.02,Yes,gmail.com
Paid,Urban,61297.23,22,0,Male,0.1,No,mail.com
Default,Suburban,43702.43,26,0,Male,0.21,Yes,gmail.com
Default,Urban,74381.43,66,0,Male,0.22,No,yahoo.com
Paid,Rural,60492.16,35,0,Unknown,0.07,Yes,outlook.com
Paid,Rural,53282.59,28,0,Male,0.02,Yes,gmail.com
Paid,Urban,48082.58,22,0,Male,0.09,No,gmail.com
Paid,Urban,125367.47,37,0,Male,0.01,No,gmail.com
Paid,Urban,64968.96,22,0,Unknown,0.02,No,aol.com
Paid,Rural,31488.65,28,0,Female,0.02,No,Other
Paid,Urban,99874.2,27,0,Female,0.02,No,gmail.com
Default,Suburban,82221.42,26,0,Female,0.03,No,hotmail.com
Default,Suburban,54670.67,21,219,Male,0.02,No,yahoo.com
Paid,Suburban,51337.62,22,0,Unknown,0.01,No,gmail.com
Paid,Urban,83469.46,48,0,Male,0.02,No,gmail.com
Paid,Suburban,65061.63,25,0,Female,0.04,Yes,yahoo.com
Default,Rural,31480.44,27,0,Male,0.04,Yes,aol.com
Paid,Urban,105744.8,23,0,Female,0.01,Yes,gmail.com
Paid,Urban,61320.19,31,0,Male,0.25,No,icloud.com
Paid,Rural,99911.43,27,0,Female,0.02,Yes,gmail.com
Paid,Urban,95568.7,54,0,Male,0.02,No,msn.com
Default,Rural,49979.81,43,230,Female,0.18,No,outlook.com
Paid,Urban,90663.8,51,0,Male,0.03,No,msn.com
Paid,Urban,56971.15,36,0,Unknown,0.02,No,outlook.com
Default,Rural,32665.99,33,133,Male,0.14,No,yahoo.com
Paid,Urban,61508.04,53,0,Female,0.02,Yes,hotmail.com
Paid,Urban,77952.75,32,0,Female,0.09,Yes,gmail.com
Paid,Urban,60745.27,18,0,Unknown,0.01,No,gmail.com
Paid,Urban,63859.03,32,0,Unknown,0.02,Yes,yandex.com
Default,Urban,92871.32,51,0,Unknown,0.04,No,gmail.com
Paid,Urban,72129.88,46,0,Male,0.02,No,protonmail.com
Default,Rural,53134.03,44,0,Male,0.42,No,yahoo.com
Paid,Urban,84040.61,25,0,Male,0.01,Yes,gmail.com
Default,Suburban,73953.51,25,0,Female,0.02,No,yahoo.com
Default,Urban,19567.9,35,0,Male,0.21,Yes,yahoo.com
Paid,Suburban,78567.06,28,0,Female,0.1,No,gmail.com
Paid,Urban,77836.57,43,0,Male,0.07,Yes,hotmail.com
Paid,Rural,70402.42,42,0,Male,0.02,Yes,gmail.com
Paid,Urban,87834.01,39,0,Female,0.02,No,gmail.com
Paid,Urban,56552.13,29,0,Unknown,0.04,No,yahoo.com
Paid,Urban,76730.0,32,0,Female,0.18,No,msn.com
Paid,Urban,38660.81,28,0,Male,0.05,Yes,icloud.com
Paid,Urban,78141.81,33,0,Unknown,0.18,No,gmail.com
Paid,Urban,109061.19,19,0,Female,0.02,No,yahoo.com
Default,Suburban,50102.87,34,0,Female,0.05,No,aol.com
Default,Urban,54803.96,37,0,Male,0.02,Yes,gmail.com
Default,Urban,55799.69,25,165,Female,0.28,Yes,icloud.com
Default,Suburban,72599.96,39,80,Male,0.07,No,outlook.com
Paid,Suburban,48739.27,20,0,Unknown,0.07,No,yandex.com
Default,Urban,78424.95,51,0,Female,0.26,Yes,yahoo.com
Default,Urban,86936.8,45,0,Female,0.02,No,msn.com
Paid,Urban,80686.94,34,0,Female,0.02,Yes,outlook.com
Paid,Suburban,34631.69,27,0,Male,0.08,Yes,aol.com
Paid,Suburban,89903.35,43,0,Female,0.02,No,outlook.com
Paid,Urban,88747.35,36,0,Female,0.01,Yes,gmail.com
Paid,Suburban,86603.23,34,0,Female,0.02,Yes,gmail.com
Paid,Suburban,77456.84,46,0,Male,0.02,Yes,icloud.com
Default,Urban,74403.79,51,50,Unknown,0.02,Yes,yahoo.com
Paid,Rural,90647.79,26,0,Female,0.01,No,outlook.com
Paid,Urban,108470.27,34,0,Male,0.02,Yes,gmail.com
Paid,Urban,50939.19,18,0,Female,0.02,No,icloud.com
Paid,Urban,91562.51,33,0,Unknown,0.03,No,icloud.com
Default,Urban,68275.66,29,0,Female,0.15,No,outlook.com
Paid,Urban,67406.54,39,0,Male,0.02,No,icloud.com
Default,Rural,39269.39,30,0,Female,0.11,No,protonmail.com
Paid,Urban,64304.21,22,0,Male,0.11,No,outlook.com
Paid,Urban,50054.7,47,0,Female,0.04,No,aol.com
Paid,Urban,60722.91,32,0,Female,0.11,No,msn.com
Paid,Rural,48036.27,35,0,Male,0.11,No,yahoo.com
Default,Urban,61021.83,47,0,Male,0.18,No,gmail.com
Paid,Urban,61877.79,28,0,Male,0.08,Yes,gmail.com
Default,Urban,71935.1,61,0,Male,0.1,No,aol.com
Paid,Urban,37705.0,23,0,Male,0.05,No,yahoo.com
Default,Rural,41089.64,60,0,Diverse,0.03,No,gmail.com
Paid,Rural,77238.29,24,0,Female,0.02,Yes,gmail.com
Paid,Urban,54051.24,38,0,Female,0.02,Yes,yahoo.com
Paid,Rural,91490.6,20,0,Male,0.01,No,yahoo.com
Paid,Suburban,74505.39,47,0,Male,0.05,No,yandex.com
Paid,Rural,82135.24,23,0,Male,0.02,Yes,gmail.com
Paid,Urban,98213.85,34,0,Female,0.01,No,gmail.com
Default,Urban,63805.78,20,0,Female,0.04,No,yandex.com
Paid,Urban,58510.27,44,0,Female,0.04,Yes,gmail.com
Paid,Suburban,87434.05,20,0,Male,0.03,No,msn.com
Default,Urban,80190.27,55,177,Male,0.02,No,msn.com
Paid,Urban,66253.39,32,0,Female,0.03,Yes,gmail.com
Paid,Urban,97829.16,34,0,Male,0.02,No,outlook.com
Paid,Suburban,65755.11,44,0,Male,0.1,No,protonmail.com
Paid,Urban,70655.47,21,0,Male,0.08,Yes,icloud.com
Paid,Suburban,70424.45,30,0,Female,0.02,Yes,msn.com
Default,Rural,51308.12,25,0,Unknown,0.12,No,msn.com
Paid,Urban,71551.71,28,0,Male,0.02,No,yahoo.com
Default,Suburban,97935.2,29,0,Female,0.01,Yes,gmail.com
Paid,Urban,78899.37,49,0,Female,0.02,No,yahoo.com
Paid,Rural,70621.27,45,0,Diverse,0.05,No,gmail.com
Paid,Urban,66764.65,33,0,Female,0.08,No,outlook.com
Default,Suburban,76617.34,47,0,Diverse,0.21,Yes,gmail.com
Paid,Suburban,84995.33,25,0,Female,0.03,No,yahoo.com
Paid,Rural,82184.78,25,0,Female,0.02,Yes,gmail.com
Paid,Suburban,63362.7,36,0,Female,0.04,Yes,yahoo.com
Paid,Urban,76495.63,28,0,Unknown,0.04,No,gmail.com
Default,Suburban,79598.79,26,0,Female,0.02,No,outlook.com
Paid,Rural,49856.1,35,0,Female,0.02,Yes,outlook.com
Paid,Urban,73364.61,28,0,Male,0.02,Yes,gmail.com
Default,Urban,26773.92,42,0,Female,0.27,No,yandex.com
Paid,Rural,79650.67,34,0,Female,0.02,No,gmail.com
Default,Suburban,83206.86,44,0,Female,0.02,No,icloud.com
Default,Suburban,84950.92,23,0,Female,0.01,No,gmail.com
Paid,Urban,62099.06,19,0,Male,0.02,No,hotmail.com
